\datasets\animals\data\Bear\0a85e62973f2bcf6.jpg,Bear
\datasets\animals\data\Bear\0a0755bfefee3555.jpg,Bear
\datasets\animals\data\Bear\0a6515c9d7a1db3c.jpg,Bear
\datasets\animals\data\Bear\0b043b1fb1d48135.jpg,Bear
\datasets\animals\data\Bear\0b73ea8f94bad603.jpg,Bear
\datasets\animals\data\Bear\0b711a34ac396fdc.jpg,Bear
\datasets\animals\data\Bear\0badd36382a6cb7c.jpg,Bear
\datasets\animals\data\Bear\0bc65d083d184788.jpg,Bear
\datasets\animals\data\Bear\0bdada492e85aa0e.jpg,Bear
\datasets\animals\data\Bear\0beb68cc85f20f4c.jpg,Bear
\datasets\animals\data\Bear\0bfeadb0b0f595b5.jpg,Bear
\datasets\animals\data\Bear\0c00c86cca098160.jpg,Bear
\datasets\animals\data\Bear\0c3f3e55551d7a38.jpg,Bear
\datasets\animals\data\Bear\0c6aab44f32c0e16.jpg,Bear
\datasets\animals\data\Bear\0c9ba23768b0ceb9.jpg,Bear
\datasets\animals\data\Bear\0c367abe78cbcf6d.jpg,Bear
\datasets\animals\data\Bear\0cb082f518f55fc3.jpg,Bear
\datasets\animals\data\Bear\0cce10a054f4ef3f.jpg,Bear
\datasets\animals\data\Bear\0cda8d7f0646d98e.jpg,Bear
\datasets\animals\data\Bear\0d2d253038447574.jpg,Bear
\datasets\animals\data\Bear\0d2f18b7f1e839cb.jpg,Bear
\datasets\animals\data\Bear\0d4ab6313fb9dc6a.jpg,Bear
\datasets\animals\data\Bear\0d7fc41f77afdce5.jpg,Bear
\datasets\animals\data\Bear\0d48f4979b8c511f.jpg,Bear
\datasets\animals\data\Bear\0dc2dbb29123b2de.jpg,Bear
\datasets\animals\data\Bear\0ded68869e5f6d88.jpg,Bear
\datasets\animals\data\Bear\0df78ee76bafd3a9.jpg,Bear
\datasets\animals\data\Bear\0e656ab17f715b23.jpg,Bear
\datasets\animals\data\Bear\0e908c10c31c54d5.jpg,Bear
\datasets\animals\data\Bear\0e7681abf74b082a.jpg,Bear
\datasets\animals\data\Bear\0ef04fb4bb21ec86.jpg,Bear
\datasets\animals\data\Bear\0f5a074593aa6e6c.jpg,Bear
\datasets\animals\data\Bear\0f8e263ebdde6021.jpg,Bear
\datasets\animals\data\Bear\0f9a50bfcfb7ba36.jpg,Bear
\datasets\animals\data\Bear\0f899aca6d0fb6e1.jpg,Bear
\datasets\animals\data\Bear\0f949420862cb302.jpg,Bear
\datasets\animals\data\Bear\0fa4e331ae2636af.jpg,Bear
\datasets\animals\data\Bear\0fb433aa35b7d44a.jpg,Bear
\datasets\animals\data\Bear\0fb92054bdfe02e5.jpg,Bear
\datasets\animals\data\Bear\0fcbde3538f436ba.jpg,Bear
\datasets\animals\data\Bear\1a74035e882a92e9.jpg,Bear
\datasets\animals\data\Bear\1aa1ff24b8e00fc1.jpg,Bear
\datasets\animals\data\Bear\1aa7251f00cb54d4.jpg,Bear
\datasets\animals\data\Bear\1aa33720229e5697.jpg,Bear
\datasets\animals\data\Bear\1ae3039f27c35b39.jpg,Bear
\datasets\animals\data\Bear\1bd0e1d7ec1e6d9a.jpg,Bear
\datasets\animals\data\Bear\1bd033f74de86d68.jpg,Bear
\datasets\animals\data\Bear\1be46a4f335ea899.jpg,Bear
\datasets\animals\data\Bear\1c20eccd2ebb6934.jpg,Bear
\datasets\animals\data\Bear\1c063e049ef508ba.jpg,Bear
\datasets\animals\data\Bear\1c226de4764addf7.jpg,Bear
\datasets\animals\data\Bear\1cca48c57103a42c.jpg,Bear
\datasets\animals\data\Bear\1ce98b110b176ed2.jpg,Bear
\datasets\animals\data\Bear\01d15d88cbe349f2.jpg,Bear
\datasets\animals\data\Bear\1d67a1aa7c12256f.jpg,Bear
\datasets\animals\data\Bear\1d990d673b3b7870.jpg,Bear
\datasets\animals\data\Bear\1e4874ed3cc08c94.jpg,Bear
\datasets\animals\data\Bear\1e936239c3e0f828.jpg,Bear
\datasets\animals\data\Bear\1f3ecefff4c5fbb6.jpg,Bear
\datasets\animals\data\Bear\1f9ce045dcbb6e95.jpg,Bear
\datasets\animals\data\Bear\1f59fdf9ba438103.jpg,Bear
\datasets\animals\data\Bear\1f1029eb7339eec1.jpg,Bear
\datasets\animals\data\Bear\1fa809bf6cf5ea36.jpg,Bear
\datasets\animals\data\Bear\1faf27fd9940a1c1.jpg,Bear
\datasets\animals\data\Bear\1fe0c16d50ed070c.jpg,Bear
\datasets\animals\data\Bear\2aa5d405e37e6a5b.jpg,Bear
\datasets\animals\data\Bear\2b0ded11e595e977.jpg,Bear
\datasets\animals\data\Bear\2b03be8635d74432.jpg,Bear
\datasets\animals\data\Bear\2b62f0484b707ba7.jpg,Bear
\datasets\animals\data\Bear\2b949ca67d0b681d.jpg,Bear
\datasets\animals\data\Bear\2c0fead9dd26c039.jpg,Bear
\datasets\animals\data\Bear\2ca16e943e12343d.jpg,Bear
\datasets\animals\data\Bear\02cb270ce28df2a4.jpg,Bear
\datasets\animals\data\Bear\2cf26655c41a08bf.jpg,Bear
\datasets\animals\data\Bear\2d7df7446e1bd567.jpg,Bear
\datasets\animals\data\Bear\2d44ba9c6d23a82f.jpg,Bear
\datasets\animals\data\Bear\2d79721d3c5222e9.jpg,Bear
\datasets\animals\data\Bear\02d4376234375c2f.jpg,Bear
\datasets\animals\data\Bear\2dac30baedc552a5.jpg,Bear
\datasets\animals\data\Bear\2db4eff3174a528e.jpg,Bear
\datasets\animals\data\Bear\2e2e26a9c8d4c609.jpg,Bear
\datasets\animals\data\Bear\2e00705e98ac9a57.jpg,Bear
\datasets\animals\data\Bear\2e3411f2a721faf2.jpg,Bear
