path,class
../../datasets/animals/final/Turtle_130_1.jpg,Turtle
../../datasets/animals/final/Turtle_20_2.jpg,Turtle
../../datasets/animals/final/Chicken_146.jpg,Chicken
../../datasets/animals/final/Turtle_188_1.jpg,Turtle
../../datasets/animals/final/Turtle_367_1.jpg,Turtle
../../datasets/animals/final/Turtle_512_2.jpg,Turtle
../../datasets/animals/final/Chicken_21_2.jpg,Chicken
../../datasets/animals/final/Bear_452_4.jpg,Bear
../../datasets/animals/final/Turtle_123_4.jpg,Turtle
../../datasets/animals/final/Turtle_369_1.jpg,Turtle
../../datasets/animals/final/Turtle_551_3.jpg,Turtle
../../datasets/animals/final/Bear_376_1.jpg,Bear
../../datasets/animals/final/Bear_205.jpg,Bear
../../datasets/animals/final/Bear_140_2.jpg,Bear
../../datasets/animals/final/Bear_51_1.jpg,Bear
../../datasets/animals/final/Bear_563_3.jpg,Bear
../../datasets/animals/final/Turtle_371_4.jpg,Turtle
../../datasets/animals/final/Bear_344_2.jpg,Bear
../../datasets/animals/final/Turtle_126_3.jpg,Turtle
../../datasets/animals/final/Chicken_330_1.jpg,Chicken
../../datasets/animals/final/Bear_182_3.jpg,Bear
../../datasets/animals/final/Bear_289_4.jpg,Bear
../../datasets/animals/final/Bear_299_4.jpg,Bear
../../datasets/animals/final/Bear_267_2.jpg,Bear
../../datasets/animals/final/Turtle_364_4.jpg,Turtle
../../datasets/animals/final/Turtle_292_3.jpg,Turtle
../../datasets/animals/final/Turtle_241_4.jpg,Turtle
../../datasets/animals/final/Bear_149.jpg,Bear
../../datasets/animals/final/Bear_114.jpg,Bear
../../datasets/animals/final/Chicken_143_3.jpg,Chicken
../../datasets/animals/final/Bear_542_2.jpg,Bear
../../datasets/animals/final/Turtle_554.jpg,Turtle
../../datasets/animals/final/Bear_514_1.jpg,Bear
../../datasets/animals/final/Bear_31_1.jpg,Bear
../../datasets/animals/final/Turtle_483_1.jpg,Turtle
../../datasets/animals/final/Chicken_328_2.jpg,Chicken
../../datasets/animals/final/Turtle_322_4.jpg,Turtle
../../datasets/animals/final/Chicken_157.jpg,Chicken
../../datasets/animals/final/Chicken_219.jpg,Chicken
../../datasets/animals/final/Bear_396.jpg,Bear
../../datasets/animals/final/Turtle_103.jpg,Turtle
../../datasets/animals/final/Bear_231_3.jpg,Bear
../../datasets/animals/final/Bear_21_2.jpg,Bear
../../datasets/animals/final/Bear_218_1.jpg,Bear
../../datasets/animals/final/Turtle_546_4.jpg,Turtle
../../datasets/animals/final/Turtle_213_3.jpg,Turtle
../../datasets/animals/final/Chicken_148_4.jpg,Chicken
../../datasets/animals/final/Turtle_359_1.jpg,Turtle
../../datasets/animals/final/Bear_550_2.jpg,Bear
../../datasets/animals/final/Turtle_345_2.jpg,Turtle
../../datasets/animals/final/Turtle_154_2.jpg,Turtle
../../datasets/animals/final/Turtle_519_1.jpg,Turtle
../../datasets/animals/final/Chicken_400.jpg,Chicken
../../datasets/animals/final/Turtle_548.jpg,Turtle
../../datasets/animals/final/Turtle_172_1.jpg,Turtle
../../datasets/animals/final/Bear_177_3.jpg,Bear
../../datasets/animals/final/Turtle_350_1.jpg,Turtle
../../datasets/animals/final/Bear_341_1.jpg,Bear
../../datasets/animals/final/Turtle_197_1.jpg,Turtle
../../datasets/animals/final/Bear_185_1.jpg,Bear
../../datasets/animals/final/Turtle_211_2.jpg,Turtle
../../datasets/animals/final/Bear_556_2.jpg,Bear
../../datasets/animals/final/Turtle_243_3.jpg,Turtle
../../datasets/animals/final/Turtle_342_2.jpg,Turtle
../../datasets/animals/final/Turtle_465_1.jpg,Turtle
../../datasets/animals/final/Chicken_194_1.jpg,Chicken
../../datasets/animals/final/Chicken_435_1.jpg,Chicken
../../datasets/animals/final/Chicken_335_3.jpg,Chicken
../../datasets/animals/final/Bear_201_4.jpg,Bear
../../datasets/animals/final/Chicken_273_1.jpg,Chicken
../../datasets/animals/final/Bear_364.jpg,Bear
../../datasets/animals/final/Bear_232_2.jpg,Bear
../../datasets/animals/final/Chicken_474_1.jpg,Chicken
../../datasets/animals/final/Turtle_220_4.jpg,Turtle
../../datasets/animals/final/Chicken_11_1.jpg,Chicken
../../datasets/animals/final/Bear_152.jpg,Bear
../../datasets/animals/final/Turtle_31_2.jpg,Turtle
../../datasets/animals/final/Chicken_463_3.jpg,Chicken
../../datasets/animals/final/Bear_232_1.jpg,Bear
../../datasets/animals/final/Turtle_264_4.jpg,Turtle
../../datasets/animals/final/Chicken_338_1.jpg,Chicken
../../datasets/animals/final/Turtle_436_3.jpg,Turtle
../../datasets/animals/final/Bear_167_3.jpg,Bear
../../datasets/animals/final/Bear_186_2.jpg,Bear
../../datasets/animals/final/Chicken_409_1.jpg,Chicken
../../datasets/animals/final/Bear_381.jpg,Bear
../../datasets/animals/final/Chicken_213_1.jpg,Chicken
../../datasets/animals/final/Turtle_496_4.jpg,Turtle
../../datasets/animals/final/Turtle_123_1.jpg,Turtle
../../datasets/animals/final/Bear_44_4.jpg,Bear
../../datasets/animals/final/Turtle_184_1.jpg,Turtle
../../datasets/animals/final/Turtle_150_4.jpg,Turtle
../../datasets/animals/final/Turtle_333_4.jpg,Turtle
../../datasets/animals/final/Bear_316_1.jpg,Bear
../../datasets/animals/final/Chicken_200.jpg,Chicken
../../datasets/animals/final/Bear_225_3.jpg,Bear
../../datasets/animals/final/Chicken_350_1.jpg,Chicken
../../datasets/animals/final/Turtle_232_3.jpg,Turtle
